20000						
100						
36.0 	40.0 	21.0 				
120						
240						
12						
24						
1.0 						
-18.0 	-20.0 	0.0 	0			
1.0 						
-18.0 	-19.0 	0.0 	0			
1.0 						
-18.0 	-18.0 	0.0 	2	120	320	
1.0 						
-18.0 	-17.0 	0.0 	0			
1.0 						
-18.0 	-16.0 	0.0 	0			
1.0 						
-18.0 	-15.0 	0.0 	0			
1.0 						
-18.0 	-14.0 	0.0 	0			
1.0 						
-18.0 	-13.0 	0.0 	2	130	330	
1.0 						
-18.0 	-12.0 	0.0 	0			
1.0 						
-18.0 	-11.0 	0.0 	0			
1.0 						
-18.0 	0.0 	0.0 	0			
1.0 						
-18.0 	1.0 	0.0 	0			
1.0 						
-18.0 	2.0 	0.0 	2	140	340	
1.0 						
-18.0 	3.0 	0.0 	0			
1.0 						
-18.0 	4.0 	0.0 	0			
1.0 						
-18.0 	5.0 	0.0 	0			
1.0 						
-18.0 	6.0 	0.0 	0			
1.0 						
-18.0 	7.0 	0.0 	2	150	350	
1.0 						
-18.0 	8.0 	0.0 	0			
1.0 						
-18.0 	9.0 	0.0 	0			
1.0 						
-12.0 	10.0 	0.0 	0			
1.0 						
-12.0 	11.0 	0.0 	0			
1.0 						
-12.0 	12.0 	0.0 	2	159	199	
1.0 						
-12.0 	13.0 	0.0 	0			
1.0 						
-12.0 	14.0 	0.0 	0			
1.0 						
-12.0 	15.0 	0.0 	0			
1.0 						
-12.0 	16.0 	0.0 	0			
1.0 						
-12.0 	17.0 	0.0 	2	129	169	
1.0 						
-12.0 	18.0 	0.0 	0			
1.0 						
-12.0 	19.0 	0.0 	0			
1.0 						
-12.0 	-10.0 	0.0 	0			
1.0 						
-12.0 	-9.0 	0.0 	0			
1.0 						
-12.0 	-8.0 	0.0 	2	139	179	
1.0 						
-12.0 	-7.0 	0.0 	0			
1.0 						
-12.0 	-6.0 	0.0 	0			
1.0 						
-12.0 	-5.0 	0.0 	0			
1.0 						
-12.0 	-4.0 	0.0 	0			
1.0 						
-12.0 	-3.0 	0.0 	2	149	189	
1.0 						
-12.0 	-2.0 	0.0 	0			
1.0 						
-12.0 	-1.0 	0.0 	0			
1.0 						
-6.0 	-20.0 	0.0 	0			
1.0 						
-6.0 	-19.0 	0.0 	0			
1.0 						
-6.0 	-18.0 	0.0 	2	160	200	
1.0 						
-6.0 	-17.0 	0.0 	0			
1.0 						
-6.0 	-16.0 	0.0 	0			
1.0 						
-6.0 	-15.0 	0.0 	0			
1.0 						
-6.0 	-14.0 	0.0 	0			
1.0 						
-6.0 	-13.0 	0.0 	2	170	210	
1.0 						
-6.0 	-12.0 	0.0 	0			
1.0 						
-6.0 	-11.0 	0.0 	0			
1.0 						
-6.0 	0.0 	0.0 	0			
1.0 						
-6.0 	1.0 	0.0 	0			
1.0 						
-6.0 	2.0 	0.0 	2	180	220	
1.0 						
-6.0 	3.0 	0.0 	0			
1.0 						
-6.0 	4.0 	0.0 	0			
1.0 						
-6.0 	5.0 	0.0 	0			
1.0 						
-6.0 	6.0 	0.0 	0			
1.0 						
-6.0 	7.0 	0.0 	2	190	230	
1.0 						
-6.0 	8.0 	0.0 	0			
1.0 						
-6.0 	9.0 	0.0 	0			
1.0 						
0.0 	10.0 	0.0 	0			
1.0 						
0.0 	11.0 	0.0 	0			
1.0 						
0.0 	12.0 	0.0 	2	239	279	
1.0 						
0.0 	13.0 	0.0 	0			
1.0 						
0.0 	14.0 	0.0 	0			
1.0 						
0.0 	15.0 	0.0 	0			
1.0 						
0.0 	16.0 	0.0 	0			
1.0 						
0.0 	17.0 	0.0 	2	209	249	
1.0 						
0.0 	18.0 	0.0 	0			
1.0 						
0.0 	19.0 	0.0 	0			
1.0 						
0.0 	-10.0 	0.0 	0			
1.0 						
0.0 	-9.0 	0.0 	0			
1.0 						
0.0 	-8.0 	0.0 	2	219	259	
1.0 						
0.0 	-7.0 	0.0 	0			
1.0 						
0.0 	-6.0 	0.0 	0			
1.0 						
0.0 	-5.0 	0.0 	0			
1.0 						
0.0 	-4.0 	0.0 	0			
1.0 						
0.0 	-3.0 	0.0 	2	229	269	
1.0 						
0.0 	-2.0 	0.0 	0			
1.0 						
0.0 	-1.0 	0.0 	0			
1.0 						
6.0 	-20.0 	0.0 	0			
1.0 						
6.0 	-19.0 	0.0 	0			
1.0 						
6.0 	-18.0 	0.0 	2	240	280	
1.0 						
6.0 	-17.0 	0.0 	0			
1.0 						
6.0 	-16.0 	0.0 	0			
1.0 						
6.0 	-15.0 	0.0 	0			
1.0 						
6.0 	-14.0 	0.0 	0			
1.0 						
6.0 	-13.0 	0.0 	2	250	290	
1.0 						
6.0 	-12.0 	0.0 	0			
1.0 						
6.0 	-11.0 	0.0 	0			
1.0 						
6.0 	0.0 	0.0 	0			
1.0 						
6.0 	1.0 	0.0 	0			
1.0 						
6.0 	2.0 	0.0 	2	260	300	
1.0 						
6.0 	3.0 	0.0 	0			
1.0 						
6.0 	4.0 	0.0 	0			
1.0 						
6.0 	5.0 	0.0 	0			
1.0 						
6.0 	6.0 	0.0 	0			
1.0 						
6.0 	7.0 	0.0 	2	270	310	
1.0 						
6.0 	8.0 	0.0 	0			
